model,agent,verdict,confidence,reasoning,latency_s,tokens,parse_error,idx,claim,chart_img,ground_truth
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Source | Year | Category | Value (USD Billion) |\n|---|---|---|---|\n| OEC",2.67,1573,True,139,The Atrophy source  is 12  billion dollars in the OECD 2006.,https://chartfc.s3.amazonaws.com/Atrophy20.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart explicitly labels 'Total Aid' as $79,50 billion, not $10,90 billion.",1.8,1549,False,140,"Total Aid holds the amount in USD billion dollars as $10,90 in pie chart.",https://chartfc.s3.amazonaws.com/Atrophy20.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Year | Value (Mt) |\n| :--- | :--- | :--- |\n| Emissions | 2016",2.19,1554,True,141,The greenhouse gas emissions of Annex 1 countries have reduce consistent over the past 30 years.,https://chartfc.s3.amazonaws.com/Ghg_source_sink_chart.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Year | Primary Cu | Secondary Cu | Primary Pb | Secondary Pb | Total (Esti",5.17,2137,True,142,There was no change in the global Isasmelt feed capacity between 2001 and 2011.,https://chartfc.s3.amazonaws.com/Graph_total_Isasmelt_capacity.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Processing State | M/Z Range | Max Relative Intensity (Est) | Intensity Di",2.87,1595,True,143,The top flow of the relative intensity under 0-5 frequency after reprocessing of premalignant pancreatic cancer mass spectrometry.,https://chartfc.s3.amazonaws.com/Mass_Spec_before_and_after.PNG,False
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The 'After' chart demonstrates a significant reduction in baseline noise and a clearer signal-to-noise ratio compared to the 'Before' chart, indicating that the preprocessing technique removed noise rather than adding it.",2.18,1568,False,144,The chart shows that the preprocessing technique used by Ge et al. added more noise to the mass spectrometry data.,https://chartfc.s3.amazonaws.com/Mass_Spec_before_and_after.PNG,False
google/gemini-3-flash-preview,agent3,supported,1.0,The chart explicitly shows that coal (38.7%) contributed more to Tennessee's electricity generation than nuclear (36.8%) in 2016.,5.24,1555,False,145,Coal was used the maximum for electricity generation than nuclear for Tennessee in 2016.,https://chartfc.s3.amazonaws.com/Tennessee_Electricity_Generation_Sources_Pie_Chart.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Metric | Relationship to Vertical Axis (Probability of career success) |\n",7.9,1560,True,146,c-index and h-index were parallel with the vertical axis probability of career success.,https://chartfc.s3.amazonaws.com/C-graph.png,False
google/gemini-3-flash-preview,agent3,supported,1.0,"Both the h-index and c-index lines show a clear upward trajectory, meaning that as the index value increases on the x-axis, the probability of career success increases on the y-axis.",2.39,1594,False,147,There is a positive correlation between the index value and the probability of career success.,https://chartfc.s3.amazonaws.com/C-graph.png,True
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart explicitly labels the 'No' vote as 51.3%, which is greater than 50%, contradicting the claim.",1.91,1514,False,148,"Less than 50% of the voters at the 2016 Bolivian referendum voted "" no "" as their preference.",https://chartfc.s3.amazonaws.com/2016_Bolivian_referendum_pie_chart.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Language | Number of Speakers | Percentage |\n| :--- | :--- | :--- |\n| Tu",3.57,1816,True,149,The minimum percentage of native speakers of Turkic family in Turkish.,https://chartfc.s3.amazonaws.com/TurkicLanguages.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart explicitly labels the Population bar as 1.96%, meaning Israel's population is less than 2% of the population of Arab states, not greater than it.",2.21,1536,False,150,Israel's population outnumbers the population of Arab states.,https://chartfc.s3.amazonaws.com/Israel_resources_as_percentage_of_Arab_world.JPG,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Discipline | Usage Percentage |\n| :--- | :--- |\n| Chemistry | 20.8% |\n|",2.53,1632,True,151,The CSCS usage of Bioscience and Nanoscience supercomputers combined is less than the CSCS usage of Computer Science.,https://chartfc.s3.amazonaws.com/CSCS_Usage_by_Field_Graph_11.tif,False
google/gemini-3-flash-preview,agent3,supported,1.0,"The chart explicitly labels both 'Supportive' and 'Friendly' with the value of 5, indicating they are recognized evenly by the community.",2.2,1544,False,152,Community recognizes the characteristics of Supportive and Friendly evenly for Wikimedia.,https://chartfc.s3.amazonaws.com/WM_2.png,True
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The average value of the five characteristics is 4.6 (23 total / 5 categories); 'Friendly' has a value of 5, which is above the average.",1.63,1559,False,153,"In Community perspectives on Wikimedia, Friendly has an amount of below average among the proportion of respondents.",https://chartfc.s3.amazonaws.com/WM_2.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Group | Value |\n| :--- | :--- | :--- |\n| Graduates who took A",3.21,1678,True,154,School Group Median scored the second place with 61.20% under the 'Graduates who took ACT/SAT',https://chartfc.s3.amazonaws.com/SAT_%2526_ACT_Results.JPG,False
google/gemini-3-flash-preview,agent3,supported,1.0,The average value for the groups is 5 ((6+5+4)/3). The value for 'The movement' (6) is higher than the average for the data set.,2.76,1551,False,155,"The number of people who thought that the logo was ""the movement"" is more than average for each group.",https://chartfc.s3.amazonaws.com/WM_6.png,True
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The data explicitly shows that the 'White' group makes up 98% of the population (163 people), which makes them the overwhelming majority, not a minority.",2.64,1557,False,156,White people are the minorities groups within Chattisham.,https://chartfc.s3.amazonaws.com/Chattisham%2527s_Ethnic_populations.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Country Code | Max MoM Percent Change |\n|--------------|-----------------",2.81,1606,True,157,EU is at 98 percent.,https://chartfc.s3.amazonaws.com/MaxMind_Country_Geocode_MoM_Change_Versus_DB_Months_Out_of_Date.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart shows that Apprenticeships account for 5% of the population, whereas 2+ A Levels account for 11%. Therefore, there are fewer Apprenticeships than 2+ A Levels, contradicting the claim.",12.58,1576,False,158,There were larger number of Apprenticeship than 2+A levels in Rockhampton.,https://chartfc.s3.amazonaws.com/Rockhampton_Education_%2526_Qualifications_Graph.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart's legend explicitly labels the data categories as 'United States' and 'Spain', not political affiliations (such as Democrat or Republican), which directly contradicts the claim.",2.41,1511,False,159,The chart shows the political affiliation of current United States governors.,https://chartfc.s3.amazonaws.com/United_States_governors_by_country_of_birth.png,False
google/gemini-3-flash-preview,agent3,supported,1.0,The chart explicitly lists the life expectancy for women in the East of England as 83.6 years under the 'Life Expectancy' section.,2.95,1574,False,160,Women in the East of England have a life expectancy of 83.6 years.,https://chartfc.s3.amazonaws.com/Regional_Profile_of_the_East_of_England.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The chart for Question Number 1 shows that 'Annual Business Survey' (Category A) is the most utilized official manufacturing statistic, with 47 responses, significantly higher than any other source listed.",2.75,1580,False,161,UK manufacturers rely on annual business survey for their manufacturing statistics.,https://chartfc.s3.amazonaws.com/Feedback_from_the_floor_(15413318039).jpg,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Frequency (Hz) | THD+N (%) INNER | THD+N (%) OUTER |\n| :--- | :--- | :---",3.46,1660,True,162,Audio precision rises steeper for inner.,https://chartfc.s3.amazonaws.com/Prikaz_10.18.jpg,True
google/gemini-3-flash-preview,agent3,supported,0.9,"Both 'Strongly morelike' (~48) and 'Somewhat morelike' (~42) bars are significantly higher than the corresponding Wikivectors categories (~29 and ~33), indicating a clear preference for the morelike algorithm.",2.58,1552,False,163,Participants preferred algorithm A (morelike) for MediaWiki related pages feature.,https://chartfc.s3.amazonaws.com/Related_articles_survey_question4.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.9,"The graph shows that as frequency increases (moving from left to right on the x-axis), the distortion percentage (THD+N%) also increases, which is the opposite of the claim.",2.19,1593,False,164,"The low the frequency, the high the distortion percentage.",https://chartfc.s3.amazonaws.com/Prikaz_10.18.jpg,True
google/gemini-3-flash-preview,agent3,contradicted,0.9,"The bar for 'Neither' sits significantly below the 30 grid line, estimated at approximately 26, which is lower than the claim of more than 40.",1.84,1539,False,165,More than 40 participants preferred Neither lists as the articles that they would be most likely to read next.,https://chartfc.s3.amazonaws.com/Related_articles_survey_question4.png,False
google/gemini-3-flash-preview,agent3,supported,0.95,The line graph starts at its highest point in June 1988 (approx 10.7) and shows a clear downward trend over the entire period shown.,4.28,1821,False,166,The maximum ratio of asset value to debt belonged to June 1988.,https://chartfc.s3.amazonaws.com/Total_Household_Assets_as_a_function_of_Debt_to_Disposable_Income_1988-2010c.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Cause | Percentage |\n| :--- | :--- |\n| Fall | 44.5% |\n| Struck by objec",3.53,1605,True,167,"The chart claims that ""Assaults"" and ""Struck by a person"" cause more concussions in Ontario children school than ""Falling"" and ""Collision"".",https://chartfc.s3.amazonaws.com/Causes_of_concussion.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Category | Color | Estimated Percentage |\n| :--- | :--- | :--- |\n| Headw",2.35,1587,True,168,Non-Headwords redlinks has the smallest contribution to BNC2LIST status.,https://chartfc.s3.amazonaws.com/BNC2LIST.png,False
google/gemini-3-flash-preview,agent3,supported,1.0,"The chart shows a linear downward slope from top-left to bottom-right, meaning as the value of X increases, the value of Y decreases, which defines an inverse (negative) relationship.",2.45,1575,False,169,X and Y are inversely related to each other.,https://chartfc.s3.amazonaws.com/Simple_inverse_relationship_chart.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Level Index | Improvement (Seconds) |\n|---|---|\n| 1 | 0.00 |\n| 2 | ~0.2",4.96,2136,True,170,"The following data of Per-level world-record improvements, in second units, from mid-2007 to late 2012 is represented by 52 bars.",https://chartfc.s3.amazonaws.com/Improvements.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The chart explicitly lists 'Russia and CIS' with a value of 5.7%, which is the lowest percentage among all categories shown in the 'Sales profile by markets'.",2.46,1595,False,171,Russia and CIS has the smalles markets in sales profit of Atlantic Grupa.,https://chartfc.s3.amazonaws.com/Atlantic_Grupa_sales_profit_by_markets.jpg,True
google/gemini-3-flash-preview,agent3,supported,0.9,"The chart shows that companies with fewer steps to the end-market (1 and 2 steps) experienced a much smaller turnover drop during the dip (~26%) compared to those further away (4 steps), which dropped significantly more (~43%).",3.09,1627,False,172,"The closer a company is to the end market, the less it is affected by a crisis.",https://chartfc.s3.amazonaws.com/Turnover_dip_depends_of_steps_from_end_market.jpg,True
google/gemini-3-flash-preview,agent3,supported,0.9,"The red area (Females) clearly occupies more than half of the pie chart, while the blue area (Males) occupies significantly less than half.",12.24,1521,False,173,There are more females than males in this study.,https://chartfc.s3.amazonaws.com/Reducing_Uncertainty.jpg,True
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart shows that Solar only accounts for 6% of US renewable electric energy, while Hydro is the largest source at 44%.",2.67,1554,False,174,Solar power is the biggest source of US renewable electric energy.,https://chartfc.s3.amazonaws.com/2016_Source_of_US_Renewable_Electric_Energy_609.44.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,0.9,"The chart shows a distribution where the frequency of human proteins decreases significantly as abundance increases from 1 to 100, showing a downward trend rather than a gradual rise.",3.51,1639,False,175,The abundances of other human proteins between 1 to 100 is rising up gradually.,https://chartfc.s3.amazonaws.com/C19orf67_Protein_Abdunance.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Bin Category | Abundance (ppm) | Count |\n| :--- | :--- | :--- |\n| Backgr",2.82,1710,True,176,The value of C19orf67 protein abundance is above 1500 in this chart.,https://chartfc.s3.amazonaws.com/C19orf67_Protein_Abdunance.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Year | Relative Quantity (Estimated Index/Count) |\n|------|--------------",4.31,1885,True,177,2012 has the maximum number of key words RNA in scientific papers.,https://chartfc.s3.amazonaws.com/RNAe_in_PubMed.gif,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Age | Number arrested (per 100,000) |\n|---|---|\n| 9 | ~0.1 |\n| 10 | ~0.",3.46,1742,True,178,"In 2014, the male suspicion arrests at age of 15 was maximum in United States",https://chartfc.s3.amazonaws.com/US_male_arrests_for_suspicion_by_age.png,True
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The bar chart clearly shows significant variation in arrest rates across different age groups, with a major peak at age 15 (~5.6 arrests per 100,000) and much lower rates for older and younger ages.",3.44,1751,False,179,The number of arrests for suspicion is the same for all age groups of males in the United States in 2014.,https://chartfc.s3.amazonaws.com/US_male_arrests_for_suspicion_by_age.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"While Independents do have 42 million, they are in the third (lowest) position, not the first position, which is held by the Democratic Party with 72 million.",12.48,1531,False,180,Independents having 42 million with first position in this chart.,https://chartfc.s3.amazonaws.com/U.S._party_affiliation.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.95,"The pie chart shows that WAN (35%) holds a larger percentage of NBN ownership than the Lamb Family (32%), making WAN the majority owner.",2.35,1534,False,181,"In the NBN ownership in the 1980s, Lamb Family took the most part.",https://chartfc.s3.amazonaws.com/NBN_Ownership_80s.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Particle | LET (kev/µm) | Threshold Dose (cGy) | Energy (MeV/n) |\n|---|--",2.71,1691,True,182,The threshold dose for 56Fe 140 (keV/m) LET is less than than threshold dose of 56Fe at 180 (keV/m) LET.,https://chartfc.s3.amazonaws.com/CNS_Figure_5.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The chart explicitly states that the total number of titles published in the UK in 2001 was 119,001 (representing 100%), which is greater than 100,000.",3.27,1706,False,183,"The total number of titles published in the UK in 2001 was less than 100,000.",https://chartfc.s3.amazonaws.com/2001_Numbers_of_Titles_published_in_the_UK.png,False
google/gemini-3-flash-preview,agent3,supported,1.0,"The data in the pie chart explicitly shows 'Acad./prof.' with 43,481 titles (36%), which is the highest value among all listed categories for the year 2001.",2.43,1664,False,184,Acad/prof is the highest in the titles published in 2001 in the UK.,https://chartfc.s3.amazonaws.com/2001_Numbers_of_Titles_published_in_the_UK.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.9,"The chart measures the 'Percent of Tax Units with a Tax Increase', not the Chained Consumer Price Index. Even if describing the chart's actual metric, the claim refers to a different economic indicator entirely.",3.12,1559,False,185,The Chained Consumer Price Index in the US was the highest in the Fourth Quintile.,https://chartfc.s3.amazonaws.com/Percent_of_Tax_Units_with_a_Tax_Increase_(Current_Policy).png,True
google/gemini-3-flash-preview,agent3,supported,0.95,"The graph shows a strictly increasing curve where as the x-values (-log10(p)) increase, the y-values (z) also increase, which defines a positive correlation.",3.08,1611,False,186,The curve shows positive correlation between math values.,https://chartfc.s3.amazonaws.com/Zlogp.png,True
google/gemini-3-flash-preview,agent3,supported,0.9,"The x-axis represents -log10(p), so moving from left to right (increasing x) corresponds to a decreasing p-value; as p-value decreases (x increases), z increases, which conversely means z decreases as p-value increases.",2.48,1666,False,187,According to the graph the Z value decreases as the p-value increases.,https://chartfc.s3.amazonaws.com/Zlogp.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Year | Total Discoveries | Direct Imaging (Estimated Blue Segment) |\n|---",4.83,1905,True,188,The discovery of exoplanets the direct imaging method has expanding over time.,https://chartfc.s3.amazonaws.com/Confirmed_exoplanets_by_methods_EPE.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,"The chart explicitly labels the bar for the year 2016 with the number 1535 at the top, which matches the claim exactly.",2.64,1689,False,189,"In 2016, 1535 exoplanets were discovered.",https://chartfc.s3.amazonaws.com/Confirmed_exoplanets_by_methods_EPE.png,True
google/gemini-3-flash-preview,agent3,supported,0.95,"The green bars representing the Transit method account for the vast majority of exoplanet discoveries, especially visible in the massive peaks of 2014 and 2016.",3.42,1877,False,190,The Transit method has been the successful in detecting exoplanets.,https://chartfc.s3.amazonaws.com/Confirmed_exoplanets_by_methods_EPE.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Source Domain | Visual Proportion (Estimated) |\n| :--- | :--- |\n| vocab.",3.93,1652,True,191,The StrepHit IEG Web Sources Corpus biographies come from three different source domain.,https://chartfc.s3.amazonaws.com/StrepHit_IEG_Web_Sources_Corpus_Biographies_Pie_Chart.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Year | Number of Railways |\n| :--- | :--- |\n| 1890 | ~1015 |\n| 1895 | ~",13.02,1673,True,192,The number of railways in operation decreased after 1945.,https://chartfc.s3.amazonaws.com/PA5232Figure6.png,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"While the value for 'Persons, 25+' is indeed $32,000, it is the lowest value on the chart, not the highest; 'Household' has the highest value at $46,000.",1.77,1583,False,193,"The chart shows that persons,25+ has the highest value for gross income in the year with $32,000.",https://chartfc.s3.amazonaws.com/Median_Incomes_US.png,False
google/gemini-3-flash-preview,agent3,contradicted,0.9,"The data shows extreme ideological divergence, particularly in the U.S. and Israel, where only 22% and 37% of the political right respectively consider climate change a major threat, contradicting the claim that it is a top threat 'across political viewpoints'.",3.6,1781,False,194,Climate change is a top global threat across political viewpoints.,https://chartfc.s3.amazonaws.com/20220831_Climate_change_is_a_%2522major_threat%2522_to_my_country_-_Pew_survey.png,True
google/gemini-3-flash-preview,agent3,supported,1.0,The Democratic Party value of 72 million is the largest number of the three categories shown in the pie chart.,1.43,1515,False,195,Democratic Party is the highest million of people in the pie chart.,https://chartfc.s3.amazonaws.com/U.S._party_affiliation.png,True
google/gemini-3-flash-preview,agent3,contradicted,0.0,"{
  ""extracted_table"": ""| Reservoir | Estimated Area/Volume in Pie Chart | Carbon Content Note |\n| ",3.08,1637,True,196,The largest carbon reservoir on Earth is the lithosphere.,https://chartfc.s3.amazonaws.com/Two_models.jpg,True
google/gemini-3-flash-preview,agent3,supported,1.0,The pie chart explicitly labels the blue segment as 'Enriched mantle'.,2.11,1562,False,197,The Blue color denotes enriched mantle in the pie chart.,https://chartfc.s3.amazonaws.com/Two_models.jpg,True
google/gemini-3-flash-preview,agent3,contradicted,1.0,"The graph shows that the population peaked at DAC 560 (N=2200) and then steadily declined toward zero, contradicting the claim of a steady increase over time.",2.92,1569,False,198,THE OPULATION OF MICE IN THE CLOSED UTOPIAN UNIVERSE HAS STEADILY INCREASED OVER TIME,https://chartfc.s3.amazonaws.com/Mice_population_Universe_25.jpg,False
google/gemini-3-flash-preview,agent3,contradicted,1.0,"Nuclear power is actually the most important source of electricity generation at 38.6%, whereas wind is the least important at 1.6%.",2.4,1580,False,199,Nuclear power is the least important source of electricity generation in Pennsylvania.,https://chartfc.s3.amazonaws.com/PennsylvaniaPie.png,False
google/gemini-3-flash-preview,agent3,supported,1.0,"The data labels clearly show that nuclear energy accounts for 38.6% of electricity generation, which is the highest percentage of any category presented in the pie chart.",1.65,1544,False,200,Nuclear is the largest one on the chart.,https://chartfc.s3.amazonaws.com/PennsylvaniaPie.png,True
